844,1098,Patel,m,32
308,1374,Perez,m,44
992,1157,Bishop,f,65
813,1430,Gomez,m,45
166,1963,Sweeney,f,66
922,1691,Davis,m,42
286,1674,Johnson,f,87
280,1383,Valdez,m,16
785,1961,Brown,m,69
437,1943,Valentine,m,99
889,1844,Hanson,f,70
904,1680,Young,m,21
784,1388,Jackson,f,65
816,1290,Douglas,m,27
581,1621,Gray,m,59
592,1740,Hernandez,f,92
153,1793,Davis,f,36
461,1883,Jones,f,68
178,1774,Burke,f,45
958,1291,Perez,f,72
749,1294,Gill,f,74
780,1197,Carlson,m,48
395,1752,Morales,f,66
288,1421,Lopez,f,32
880,1874,Walters,f,33
163,1959,Phillips,f,84
619,1825,Serrano,f,18
840,1345,Rasmussen,m,45
938,1643,Bennett,m,79
282,1323,Harris,f,96
846,1141,Craig,m,82
598,1715,Porter,f,26
744,1082,Joyce,m,72
697,1737,Cobb,f,70
532,1669,Chambers,f,61
795,1172,Foster,m,75
452,1929,Butler,m,47
663,1211,Mccoy,f,55
185,1485,Bowen,f,81
264,1368,West,f,69
309,1241,Gutierrez,f,46
538,1657,Walker,m,59
727,1289,Huber,m,78
41,1121,Parker,f,41
492,1816,Hoover,f,85
72,1332,Hansen,m,44
848,1273,Barnes,m,52
875,1670,Wheeler,m,92
799,1311,Deleon,f,31
18,1653,Campbell,f,72
730,1350,Bell,f,79
726,1551,Knapp,m,65
353,1510,Pratt,f,92
375,1617,Young,m,39
628,1385,Horn,m,64
754,1705,Cunningham,m,57
779,1349,Burns,m,92
378,1739,Huber,f,74
8,1362,Fields,f,76
536,1158,Cameron,m,44
145,1911,Moore,f,67
589,1558,Hill,f,71
932,1412,Brown,f,25
578,1045,Wyatt,f,71
26,1605,Burgess,f,27
696,1548,Benitez,m,84
61,1599,White,f,65
291,1459,Phillips,f,90
802,1078,Wolf,m,62
175,1975,Price,m,39
694,1295,Kent,f,45
246,1637,Wallace,f,58
856,1256,Rodriguez,f,72
605,1888,Berry,f,60
212,1791,Taylor,f,30
431,1807,Murphy,f,17
25,1520,Sampson,f,77
34,1068,Collins,m,68
762,1026,Wright,f,41
788,1990,Lee,m,46
472,1012,Martin,f,39
575,1380,Jones,m,90
177,1353,Fry,f,21
382,1206,Morris,m,40
68,1750,Collins,f,58
533,1230,Young,m,66
574,1641,Walker,m,43
392,1201,Gonzales,f,87
883,1913,Mcintyre,f,17
610,1532,Morton,f,88
142,1247,Sutton,f,36
364,1535,Allen,f,18
522,1342,Jones,m,92
494,1085,Hale,f,17
372,1969,Mcdowell,f,95
711,1175,Carter,m,50
278,1304,Willis,f,47
86,1875,Rodriguez,m,55
748,1360,Hart,f,47
245,1694,Newman,m,63
743,1757,Anderson,f,67
98,1667,Flowers,f,61
759,1945,Sweeney,f,23
495,1286,Williams,f,80
426,1123,Munoz,m,23
43,1742,Davidson,m,54
170,1572,Ayala,f,43
328,1651,Davis,m,48
781,1452,Martinez,f,44
946,1604,Alvarez,f,95
852,1293,Williams,m,94
721,1851,Brown,m,43
505,1433,Mcguire,m,23
655,1513,Winters,m,68
363,1161,Chapman,m,51
331,1988,Thomas,m,48
691,1565,Chapman,f,60
774,1261,Patrick,f,91
803,1333,Brown,f,64
900,1222,Hicks,m,61
641,1582,Brown,m,58
478,1741,Vega,f,27
479,1308,Thornton,f,77
485,1196,Beck,f,87
636,1697,Espinoza,f,14
95,1610,Swanson,f,27
571,1263,Shah,m,87
315,1743,Shelton,m,87
361,1034,Brown,f,43
872,1903,Hanson,f,53
136,1662,Morgan,f,63
483,1334,Benton,m,46
10,1090,Williams,m,92
586,1117,Bautista,f,44
99,1414,Carter,f,93
622,1254,Shelton,m,14
71,1016,Lewis,m,46
649,1091,Ruiz,f,25
396,1754,Garcia,m,27
937,1560,Price,f,46
102,1244,Nguyen,m,17
104,1562,Bentley,m,53
44,1493,Gray,m,95
789,1727,Horne,m,51
112,1480,Cochran,m,62
416,1381,Johnson,f,77
906,1858,Christian,m,78
929,1882,Lee,m,55
413,1431,Neal,m,97
377,1032,Graham,f,44
832,1251,Terry,m,92
198,1813,King,f,54
441,1580,Walsh,f,27
217,1002,Meyer,f,43
33,1441,Turner,m,21
321,1088,Hunt,m,96
110,1064,Vega,m,53
70,1633,Mercer,m,96
424,1718,Luna,m,40
60,1512,Carter,m,70
724,1834,Sheppard,f,86
294,1174,King,f,61
830,1496,Gutierrez,f,89
855,1194,Beck,m,74
241,1666,Sandoval,f,83
577,1182,Vincent,f,14
412,1387,Martinez,m,72
50,1122,Santiago,m,29
887,1992,Henry,m,92
351,1450,Hendrix,f,74
506,1178,Luna,f,77
439,1584,Rogers,m,42
680,1695,Best,m,17
564,1987,Davis,m,72
274,1902,Perez,f,71
644,1278,Hernandez,m,41
603,1622,Jones,m,76
420,1315,Rivera,f,46
602,1439,Howard,m,97
868,1231,Garrett,f,93
114,1240,Ballard,m,39
689,1173,Bradford,f,96
763,1822,Sims,m,30
811,1833,Garcia,m,21
362,1209,Diaz,m,59
407,1935,Martin,f,28
862,1205,Gray,m,83
746,1764,Meyers,m,41
370,1443,Wilson,f,63
878,1185,Harris,m,31
676,1330,Robinson,f,58
305,1717,Medina,m,55
686,1632,Vasquez,f,79
579,1896,Skinner,m,55
442,1460,Burton,f,75
796,1790,Lynn,f,98
504,1227,Collins,m,99
673,1714,Barber,m,14
908,1606,Chandler,f,54
681,1762,Gomez,f,76
769,1303,Miller,m,34
920,1153,Barnett,f,53
987,1258,Pearson,m,26
709,1367,Fox,f,77
317,1105,Jefferson,f,38
397,1297,Baker,f,60
214,1391,Frye,m,52
949,1248,Huynh,f,67
164,1654,Holloway,m,67
173,1782,Mahoney,m,90
826,1712,Morrison,m,40
73,1467,Jensen,f,28
354,1859,Davis,m,73
453,1352,Hernandez,f,97
757,1280,Chambers,m,76
635,1507,Sullivan,m,67
924,1101,Murillo,m,53
471,1425,Rodriguez,m,53
131,1994,Harvey,m,15
819,1538,Jefferson,f,30
64,1615,Hutchinson,m,67
917,1534,Hill,m,85
836,1884,Chen,f,23
454,1359,Anderson,f,90
930,1735,Thompson,m,54
843,1013,Jackson,f,64
304,1465,Schultz,f,88
194,1285,Green,f,24
103,1344,Combs,f,76
756,1500,Melton,m,63
720,1724,Kennedy,m,46
259,1476,Hughes,m,26
326,1730,Deleon,m,91
235,1503,Larson,m,15
339,1210,Ray,f,39
587,1609,Meyer,m,98
97,1049,Khan,m,19
55,1008,Davis,m,63
497,1343,Knight,f,28
341,1818,Harrell,f,65
960,1220,Fischer,m,69
661,1346,Robinson,m,74
515,1497,Ruiz,m,57
969,1000,Taylor,m,61
457,1224,Patterson,f,64
481,1668,Williams,m,74
660,1203,Love,m,44
839,1150,Malone,f,86
669,1093,Thomas,m,21
823,1245,Barrett,f,46
148,1664,Marquez,m,33
115,1784,Williams,f,22
118,1062,Meyer,f,46
410,1889,Williams,m,68
807,1327,Miller,f,49
974,1335,Key,m,30
898,1170,York,f,20
443,1578,Page,f,37
90,1065,Mcfarland,m,23
366,1942,Richards,m,60
381,1613,Yang,f,68
800,1792,Ruiz,f,52
1,1923,Butler,m,93
912,1893,Molina,f,65
682,1079,Knight,m,93
599,1995,Owens,f,17
804,1897,Brandt,f,20
349,1151,Morrison,f,67
254,1418,Moore,f,68
155,1213,Koch,f,86
714,1567,Gray,f,38
306,1019,Cook,f,94
199,1829,Norman,m,57
319,1794,Harrison,m,38
783,1223,Williams,f,25
161,1055,Hensley,f,65
313,1561,Morrow,f,15
546,1279,Middleton,f,45
35,1432,Ruiz,f,38
237,1671,Stone,f,19
629,1523,Baker,m,57
634,1732,Craig,m,89
300,1021,Daniels,f,84
266,1993,Brennan,f,49
798,1699,Chan,f,17
408,1984,Rodriguez,f,89
672,1355,Sanders,m,26
652,1009,Melendez,f,81
224,1999,Drake,f,29
186,1243,Barber,m,85
358,1685,Gordon,f,97
801,1249,Munoz,m,86
7,1486,Martin,m,14
656,1268,Cook,f,84
847,1074,Hopkins,m,36
450,1029,Juarez,m,86
277,1619,Baker,f,87
477,1232,Allison,m,94
870,1118,Burton,f,16
387,1469,Rivers,f,52
519,1661,Cisneros,m,34
3,1865,Perry,m,91
999,1043,Hurley,f,17
334,1108,Riley,f,75
227,1877,Stanley,m,83
76,1980,Jimenez,m,30
713,1824,Rogers,f,59
347,1371,Miller,m,78
510,1316,Alexander,f,21
897,1145,Mahoney,f,74
421,1041,Moss,f,76
525,1429,Floyd,f,81
330,1217,Mendoza,f,63
13,1146,Fernandez,m,44
138,1623,Williams,f,72
615,1910,Cordova,m,87
406,1756,Caldwell,m,82
379,1525,Perez,f,48
981,1317,Grant,f,37
388,1154,Daniel,m,14
93,1198,Hull,m,98
517,1826,Blair,f,16
638,1358,Moore,m,82
646,1128,Silva,f,45
637,1749,Flynn,m,16
728,1382,Stout,f,71
827,1947,Williams,f,63
390,1626,Thomas,f,91
814,1823,Christensen,f,81
48,1137,Barnes,m,64
965,1700,Meadows,m,71
815,1557,May,m,45
57,1309,Brown,m,69
861,1446,Johnston,m,24
988,1566,Perkins,f,96
446,1958,May,f,89
127,1612,Lawson,f,64
342,1177,Davis,m,24
401,1221,Mack,f,29
132,1931,Wilson,m,38
943,1307,Hansen,m,28
158,1288,Ward,m,20
972,1723,Foster,m,48
926,1710,Martinez,f,16
582,1524,Ford,f,52
854,1862,Thomas,f,68
671,1488,Mccoy,f,15
179,1124,Salinas,f,26
223,1135,Mccoy,m,64
195,1417,Ellis,f,44
467,1120,Patterson,m,25
797,1348,Wilson,f,16
560,1747,Coleman,f,37
764,1018,Crawford,m,98
151,1109,Manning,f,36
6,1928,Lee,m,65
52,1204,Fisher,m,28
139,1179,Murphy,f,29
367,1579,Simmons,m,24
666,1451,Rowe,m,75
584,1404,Chen,m,95
633,1511,Robles,f,45
548,1046,Bowman,m,42
975,1148,Price,f,27
963,1972,Jackson,f,92
978,1571,Rodriguez,m,80
642,1347,Cox,f,78
85,1427,Johnson,f,96
765,1540,Sharp,f,31
46,1798,Wright,m,71
324,1022,Boyd,m,66
761,1096,Castro,f,52
941,1058,Padilla,m,55
36,1812,Henry,f,91
137,1397,Bradley,f,65
489,1474,Boyd,f,48
262,1960,Vega,m,65
539,1652,Rangel,m,78
884,1827,Washington,m,36
466,1435,Hernandez,m,55
356,1965,Hernandez,m,16
670,1094,Sanchez,m,93
882,1415,Middleton,m,51
322,1518,Moss,m,39
864,1448,Clayton,m,81
596,1703,Hester,m,19
470,1607,Carter,m,42
573,1951,Hoffman,m,54
772,1713,Elliott,m,61
332,1266,Butler,m,65
150,1576,Johnson,m,40
934,1778,Hamilton,f,47
376,1237,Miranda,f,25
181,1738,Carter,f,35
295,1400,Cardenas,m,86
557,1189,Kelly,m,68
248,1681,Brown,m,38
675,1438,Huff,m,40
952,1769,Jacobs,m,73
953,1372,Underwood,m,76
918,1611,Stewart,m,68
135,1277,Brooks,m,18
513,1673,Jones,f,83
130,1745,Floyd,m,65
88,1092,Johnson,f,42
484,1842,Richards,m,94
758,1690,Wolfe,f,57
355,1394,Christensen,f,62
222,1481,Russell,f,16
751,1734,Flores,m,16
435,1912,Nelson,f,15
905,1107,Mendoza,m,61
436,1780,Ramos,m,22
583,1751,Smith,m,26
69,1588,Ellis,f,36
531,1676,Garcia,f,64
28,1212,Wilson,m,30
597,1776,Allen,m,93
565,1461,Cain,m,69
699,1905,Giles,m,35
604,1594,Turner,f,91
221,1799,Jarvis,m,34
320,1200,Garrett,m,47
82,1440,Clayton,m,92
459,1957,Wiggins,f,73
232,1894,Carter,f,32
499,1955,Brewer,m,49
639,1069,Russell,f,93
125,1099,Frank,f,37
667,1683,Solis,f,45
550,1113,Aguirre,m,93
369,1529,King,m,50
238,1590,Schaefer,f,99
56,1112,Woods,m,64
202,1821,Smith,m,30
275,1519,Graham,f,52
890,1583,Cole,f,25
311,1072,Hicks,f,26
427,1706,Scott,m,36
65,1423,Johnson,m,47
956,1789,Mosley,m,15
831,1416,Wright,m,60
818,1672,Reyes,m,52
240,1475,Evans,f,95
737,1420,Leblanc,f,28
346,1852,Duncan,f,56
1000,1314,Villa,f,40
122,1073,Fisher,m,24
829,1932,Smith,m,57
777,1655,Mcgrath,m,80
863,1265,Owens,m,21
400,1968,Phillips,m,52
94,1573,Krueger,f,91
625,1638,Aguilar,f,43
867,1142,King,f,48
841,1257,Johnson,f,88
842,1040,Boyd,f,78
165,1403,Yu,f,62
685,1574,Mcclure,f,68
776,1356,Martin,m,62
383,1399,Singh,f,65
997,1577,Evans,f,15
674,1922,Crawford,f,36
874,1521,Rivera,f,96
623,1864,Martinez,f,94
678,1329,Vega,m,89
704,1147,Martinez,m,18
893,1881,Edwards,m,21
717,1849,Lee,m,85
386,1786,Huynh,f,30
771,1977,Mcdonald,m,88
146,1409,Avery,f,33
80,1916,Young,f,81
523,1059,Griffin,f,84
464,1131,Mullen,m,41
31,1313,Walsh,f,25
403,1803,Weber,m,50
879,1408,Martinez,f,14
83,1292,Rice,m,24
325,1879,Duncan,f,77
230,1284,Williams,m,47
549,1608,Adams,f,98
923,1259,Davila,m,39
75,1950,Padilla,m,52
545,1125,Bender,f,81
529,1629,Davis,f,76
63,1663,Stewart,m,18
738,1616,Wright,f,61
907,1979,Barrett,f,25
380,1836,Dillon,f,94
247,1080,Williams,f,43
144,1048,Matthews,m,55
688,1635,Craig,m,96
590,1918,Harris,f,64
265,1946,Diaz,m,27
899,1081,Chase,m,43
989,1030,Phillips,m,70
968,1363,Lawson,f,19
620,1180,Boone,f,74
307,1976,Turner,f,47
281,1589,Washington,f,89
594,1855,Stewart,f,92
509,1828,Dunlap,f,28
729,1797,Glover,f,37
817,1067,Kelly,f,56
954,1319,Glass,f,60
124,1144,Gonzales,m,23
722,1808,Hicks,f,22
451,1445,Jones,f,47
755,1783,Castaneda,m,46
877,1900,Greene,m,51
824,1873,White,m,27
243,1300,Wilson,m,65
188,1086,Cook,m,50
231,1505,Carroll,f,73
348,1966,Galvan,m,24
876,1428,Martinez,m,57
15,1455,Young,f,40
105,1933,Ford,m,33
157,1042,Moreno,m,82
197,1677,Novak,m,88
371,1011,Berger,m,56
845,1176,Short,f,88
176,1166,Washington,f,55
38,1646,Holder,m,76
498,1736,Stokes,m,56
486,1755,Miller,m,97
812,1707,Delgado,m,19
200,1597,Graham,f,55
23,1514,Jones,m,91
631,1575,Torres,m,22
747,1127,Rush,m,92
49,1620,Smith,f,18
955,1188,Blevins,m,40
229,1639,Campbell,m,21
438,1675,Alexander,f,85
909,1442,Vaughan,m,96
209,1693,Wagner,m,58
162,1115,Schroeder,f,21
871,1546,Wade,m,70
869,1061,Boyd,f,49
977,1373,Haynes,m,96
514,1644,Roman,f,21
299,1487,Duncan,f,58
220,1001,Chang,m,31
279,1202,Vasquez,f,56
859,1444,Sanchez,f,66
425,1116,Ward,m,58
508,1850,Hunt,m,86
111,1831,Lee,m,44
11,1162,Crawford,m,46
172,1630,James,m,43
490,1457,Miller,f,85
708,1659,Baker,f,81
89,1645,Juarez,m,59
20,1306,Aguilar,m,53
915,1426,Bender,f,77
21,1160,Johnson,m,54
518,1660,Daniels,f,17
998,1051,Barajas,m,51
526,1758,Garcia,f,23
482,1328,Johnson,f,63
419,1097,Scott,m,35
189,1809,Coleman,m,41
540,1298,Marsh,m,64
2,1190,Davis,f,65
703,1401,Thompson,f,22
398,1477,Smith,m,60
106,1490,Austin,f,33
456,1436,Blackwell,m,38
750,1354,Brown,m,65
310,1192,Martin,m,49
51,1325,Haney,m,69
54,1810,Trujillo,m,23
695,1492,Jones,m,85
373,1915,Ellis,m,67
123,1219,Welch,f,20
886,1193,Rios,m,86
654,1402,Dixon,f,67
820,1867,Hoffman,m,38
692,1138,Davis,m,27
258,1025,Price,f,48
414,1281,Lutz,m,17
677,1005,Gibbs,m,53
87,1413,Chase,f,22
718,1052,Edwards,f,25
735,1379,Jones,f,42
979,1954,Juarez,m,26
27,1948,Villa,m,99
516,1494,Barajas,m,88
888,1215,Scott,m,33
208,1770,Robinson,m,86
555,1181,Rasmussen,f,88
239,1377,Kennedy,f,26
233,1102,Reese,m,22
558,1070,Mitchell,f,66
30,1365,Mejia,f,21
5,1077,Matthews,m,93
434,1907,Ellis,m,18
616,1539,Morales,f,33
948,1806,Johnson,f,43
593,1038,Chambers,f,54
706,1970,Massey,f,54
705,1463,Brown,m,66
939,1708,Martinez,m,60
719,1163,Snyder,f,36
980,1772,Garcia,f,92
507,1111,Higgins,m,70
289,1688,Scott,m,20
147,1183,Johnson,m,82
808,1795,Garrett,f,63
535,1083,Delacruz,m,21
469,1547,Pennington,f,39
933,1143,Roach,m,91
511,1489,Fowler,f,80
126,1095,Flynn,f,70
480,1462,Kennedy,f,41
767,1164,Hess,f,73
211,1967,Walters,f,97
242,1370,Benton,f,37
658,1376,Jones,f,39
493,1159,Mueller,m,19
91,1419,Freeman,f,85
251,1593,Berry,f,68
117,1246,Davis,f,39
256,1941,Miller,m,88
650,1920,Moreno,m,79
683,1084,Ellison,f,41
567,1515,Burgess,f,15
524,1339,Sharp,f,96
255,1364,Wilson,m,76
647,1236,Fernandez,f,16
303,1468,Smith,m,83
630,1449,Love,m,48
402,1974,Cole,f,64
903,1299,Johnson,m,41
885,1598,Hill,m,56
725,1885,Carlson,f,29
360,1650,Roberts,m,28
167,1721,Stein,f,37
297,1218,Boyd,m,66
449,1104,Stein,f,98
881,1687,Johnson,f,62
645,1407,Soto,f,88
187,1167,Webster,m,36
336,1020,Rios,f,23
207,1775,Jackson,m,99
475,1471,Nelson,m,62
530,1804,Marks,f,94
537,1985,Mays,m,39
551,1228,Miller,f,39
16,1234,Mcgee,m,57
976,1375,Smith,m,99
693,1725,Strickland,f,19
806,1282,Turner,m,87
415,1953,Hart,f,55
58,1796,Quinn,m,68
935,1047,Bowers,m,75
562,1581,Martin,m,88
787,1563,Mckee,f,64
611,1287,White,f,62
894,1482,Patel,m,61
822,1814,Ward,m,37
12,1302,Costa,f,66
986,1627,Figueroa,m,15
651,1516,Hernandez,m,41
168,1411,Pierce,m,79
715,1502,Robinson,f,18
865,1250,Ramos,m,97
901,1554,Anderson,m,95
333,1136,Lynn,f,92
736,1921,Burch,m,14
707,1722,Sullivan,m,81
384,1890,Lewis,f,54
314,1917,Browning,m,46
668,1711,Douglas,m,41
290,1767,Barry,m,75
183,1100,Smith,m,69
234,1602,Curry,m,33
723,1324,Morgan,m,95
352,1656,Black,m,34
192,1625,Horn,f,71
160,1214,House,m,66
914,1731,Johnson,f,64
296,1773,Vaughn,m,68
627,1305,Allen,f,52
193,1838,Jones,f,34
621,1819,Smith,m,91
107,1033,Arias,m,82
268,1508,Wilkins,f,42
936,1039,Perez,f,24
53,1187,Proctor,f,38
959,1053,Roberts,m,26
79,1195,Hernandez,m,36
614,1940,Simon,f,49
742,1934,Stevens,m,96
96,1781,Mann,m,79
134,1949,Walsh,f,31
340,1010,Burnett,m,84
269,1063,Murphy,m,52
609,1269,White,m,88
600,1057,Stone,m,63
191,1549,Rubio,f,21
488,1895,Dunn,f,62
292,1692,Rogers,f,71
569,1495,Bradley,f,91
301,1761,Hall,f,80
928,1422,Arroyo,m,29
201,1478,Fernandez,m,32
805,1184,Rangel,f,35
653,1938,Wallace,m,19
834,1392,Jones,f,66
24,1119,Thomas,m,38
942,1027,Alvarado,m,39
316,1848,Ramos,m,89
940,1310,David,m,58
860,1555,Terry,f,82
119,1398,Barnett,m,49
913,1568,Sharp,m,70
967,1649,Cook,m,57
447,1586,Knight,m,89
544,1517,Mullins,m,93
679,1682,Johnson,m,73
423,1658,Harvey,m,19
858,1899,Miller,f,39
40,1531,Edwards,m,56
927,1880,Clark,f,85
775,1908,Conner,f,35
9,1129,Hendrix,f,78
792,1986,Bruce,m,66
17,1207,Moore,f,76
92,1748,Kline,m,22
521,1919,Roth,m,36
152,1785,Nelson,m,18
210,1528,Wilkerson,m,66
101,1028,Hamilton,f,25
838,1320,Flores,f,60
809,1779,Livingston,m,82
740,1726,Parks,m,65
487,1351,Jordan,m,23
910,1541,Sanders,f,54
716,1076,Bates,m,78
902,1817,Luna,f,30
29,1550,Gonzales,f,56
444,1815,Navarro,m,94
617,1361,Davies,f,41
925,1887,Smith,m,69
568,1628,Lee,m,92
418,1522,Cantrell,m,25
37,1395,Martinez,m,43
773,1971,Gomez,m,15
684,1763,Underwood,m,37
585,1729,Nichols,m,47
374,1728,Hall,f,90
833,1169,Thompson,m,60
141,1066,Richardson,m,31
399,1595,Blake,m,21
120,1110,Coleman,m,97
601,1640,Hanson,f,23
463,1618,Alexander,f,97
733,1964,Reynolds,f,24
991,1996,Morton,f,28
857,1283,Taylor,f,54
982,1891,Cooke,f,59
284,1962,Robinson,m,29
608,1998,Rodriguez,m,51
455,1509,Klein,m,30
432,1216,Garcia,f,91
534,1631,Wilson,m,52
698,1406,Macias,m,40
218,1171,Carter,m,96
174,1564,Mullen,m,71
318,1260,Taylor,m,87
576,1647,Maxwell,m,70
394,1665,Johnson,m,21
196,1853,Hall,m,73
983,1168,Simpson,f,39
690,1982,Gutierrez,f,65
835,1156,Fisher,m,29
42,1103,Taylor,f,71
741,1702,Brown,f,88
263,1466,Hill,f,61
791,1434,Hull,f,83
143,1015,Shepherd,f,16
873,1601,Carrillo,m,21
606,1648,Solomon,m,67
335,1504,White,f,82
786,1837,Nguyen,m,79
206,1527,Rush,m,16
984,1744,Griffin,m,46
404,1155,Miller,m,29
411,1075,Rhodes,f,37
851,1991,Olson,m,95
553,1235,Edwards,m,63
62,1925,Castro,f,91
994,1274,Garcia,m,68
429,1023,Montgomery,m,60
866,1498,Mcgee,m,76
821,1956,Lewis,f,39
430,1491,Hines,m,52
216,1716,Gill,m,52
14,1536,Koch,m,46
417,1801,Hammond,m,21
921,1499,Jenkins,m,88
66,1904,Bentley,m,51
287,1924,Moore,f,65
828,1405,Johnson,m,80
996,1570,Jackson,m,26
971,1901,Moreno,f,24
78,1296,Avila,m,29
465,1861,Chavez,f,55
215,1458,Hoover,m,55
794,1832,Clark,m,71
664,1603,Figueroa,m,29
950,1937,Rivera,m,30
236,1165,Smith,f,51
782,1944,Goodman,m,93
732,1636,Rivera,m,36
528,1037,Stout,m,22
944,1357,Potter,m,33
203,1366,Coleman,m,97
712,1226,Mitchell,m,37
752,1238,Castillo,m,91
225,1229,Richards,f,33
293,1014,Martin,f,75
572,1544,Gonzales,m,75
365,1696,Gentry,f,21
731,1262,Hutchinson,m,84
329,1341,Frost,f,50
460,1689,Golden,m,32
462,1393,Petersen,m,61
919,1997,Velez,f,85
4,1926,Smith,m,86
911,1892,Goodwin,f,89
945,1454,Walker,f,36
527,1766,Hart,f,23
559,1378,Anderson,f,26
272,1456,Chung,f,97
389,1989,Garcia,m,62
368,1533,Warner,m,42
624,1592,Sanchez,f,83
184,1239,Benson,f,45
825,1777,Duran,m,48
520,1973,Rivera,m,81
659,1233,Anderson,f,25
595,1552,Mckay,f,52
67,1624,Elliott,m,89
228,1684,Smith,m,54
121,1447,Stokes,f,15
613,1272,Jacobs,m,78
252,1036,Church,f,63
734,1537,Barnes,f,32
219,1860,Clay,f,92
448,1087,Morton,m,38
931,1733,Clarke,m,76
359,1242,Fernandez,f,89
244,1843,Bowen,f,89
113,1759,Cross,m,87
77,1846,Miller,f,68
409,1024,Craig,f,36
343,1909,Perry,m,84
570,1318,Molina,f,66
344,1369,Mcgrath,f,78
702,1820,Gomez,m,41
39,1830,Campbell,m,82
496,1133,Pennington,f,37
140,1396,Jackson,f,20
993,1642,White,f,75
542,1253,Baker,m,99
547,1338,Brown,f,89
253,1869,Castro,m,31
276,1840,Brown,f,31
260,1559,Camacho,f,28
778,1587,Oliver,f,60
267,1044,Ross,m,59
501,1331,Hunter,f,92
640,1898,Greene,m,37
159,1336,Estes,m,97
391,1004,Dunn,m,82
554,1720,Hill,f,23
428,1199,Tyler,m,21
970,1390,Potts,f,49
552,1760,Walker,f,97
204,1906,Perez,m,21
768,1106,Hudson,m,67
648,1870,Anderson,f,48
502,1472,Johnson,m,79
512,1811,Marshall,m,46
710,1545,Thomas,m,46
